WELL_ID	Year	Month	Rate
1	1359	12	0
1	1360	1	0
1	1360	2	0
1	1360	3	0
1	1360	4	0
1	1360	5	0
1	1360	6	0
1	1360	7	0
1	1360	8	0
1	1360	9	0
1	1360	10	0
1	1360	11	0
1	1360	12	0
1	1361	1	0
1	1361	2	0
1	1361	3	0
1	1361	4	0
1	1361	5	0
1	1361	6	0
1	1361	7	0
1	1361	8	0
1	1361	9	0
1	1361	10	0
1	1361	11	0
1	1361	12	0
1	1362	1	0
1	1362	2	0
1	1362	3	0
1	1362	4	0
1	1362	5	0
1	1362	6	0
1	1362	7	0
1	1362	8	0
1	1362	9	0
1	1362	10	0
1	1362	11	0
1	1362	12	0
1	1363	1	0
1	1363	2	0
1	1363	3	0
1	1363	4	21,516
1	1363	5	9,838
1	1363	6	10,431
1	1363	7	19,449
1	1363	8	23,091
1	1363	9	22,945
1	1363	10	22,554
1	1363	11	22,329
1	1363	12	21,530
1	1364	1	21,729
1	1364	2	20,999
1	1364	3	0
1	1364	4	25,227
1	1364	5	20,475
1	1364	6	20,566
1	1364	7	15,494
1	1364	8	21,565
1	1364	9	22,562
1	1364	10	21,503
1	1364	11	20,784
1	1364	12	19,760
1	1365	1	16,184
1	1365	2	0
1	1365	3	14,470
1	1365	4	17,016
1	1365	5	18,529
1	1365	6	0
1	1365	7	0
1	1365	8	19,453
1	1365	9	19,510
1	1365	10	26,041
1	1365	11	17,604
1	1365	12	18,030
1	1366	1	19,142
1	1366	2	17,520
1	1366	3	17,083
1	1366	4	17,274
1	1366	5	17,986
1	1366	6	40,051
1	1366	7	16,523
1	1366	8	14,652
1	1366	9	16,633
1	1366	10	15,936
1	1366	11	16,459
1	1366	12	15,615
1	1367	1	16,521
1	1367	2	15,930
1	1367	3	15,859
1	1367	4	16,229
1	1367	5	16,189
1	1367	6	16,706
1	1367	7	16,419
1	1367	8	24,119
1	1367	9	15,885
1	1367	10	15,751
1	1367	11	15,862
1	1367	12	15,402
1	1368	1	14,392
1	1368	2	12,646
1	1368	3	12,441
1	1368	4	13,603
1	1368	5	14,640
1	1368	6	14,849
1	1368	7	14,225
1	1368	8	13,585
1	1368	9	13,499
1	1368	10	12,749
1	1368	11	12,938
1	1368	12	12,422
1	1369	1	12,638
1	1369	2	11,831
1	1369	3	12,152
1	1369	4	12,390
1	1369	5	12,193
1	1369	6	11,865
1	1369	7	11,852
1	1369	8	11,983
1	1369	9	11,966
1	1369	10	12,252
1	1369	11	12,102
1	1369	12	12,192
1	1370	1	12,126
1	1370	2	11,881
1	1370	3	11,965
1	1370	4	11,911
1	1370	5	12,132
1	1370	6	11,832
1	1370	7	12,189
1	1370	8	12,316
1	1370	9	12,354
1	1370	10	12,263
1	1370	11	11,888
1	1370	12	11,470
1	1371	1	12,722
1	1371	2	11,718
1	1371	3	11,938
1	1371	4	11,603
1	1371	5	11,849
1	1371	6	11,698
1	1371	7	11,710
1	1371	8	11,568
1	1371	9	11,990
1	1371	10	12,014
1	1371	11	11,627
1	1371	12	12,127
1	1372	1	11,021
1	1372	2	11,563
1	1372	3	11,498
1	1372	4	11,614
1	1372	5	11,782
1	1372	6	12,063
1	1372	7	10,652
1	1372	8	10,815
1	1372	9	11,129
1	1372	10	0
1	1372	11	0
1	1372	12	0
1	1373	1	0
1	1373	2	0
1	1373	3	0
1	1373	4	0
1	1373	5	0
1	1373	6	0
1	1373	7	0
1	1373	8	0
1	1373	9	0
1	1373	10	0
1	1373	11	0
1	1373	12	0
1	1374	1	0
1	1374	2	0
1	1374	3	0
1	1374	4	0
1	1374	5	0
1	1374	6	0
1	1374	7	0
1	1374	8	0
1	1374	9	0
1	1374	10	0
1	1374	11	3,736
1	1374	12	3,525
1	1375	1	3,234
1	1375	2	1,456
1	1375	3	1,072
1	1375	4	1,043
1	1375	5	1,085
1	1375	6	1,103
1	1375	7	1,167
1	1375	8	1,065
1	1375	9	1,100
1	1375	10	998
1	1375	11	1,295
1	1375	12	1,617
1	1376	1	1,317
1	1376	2	3,459
1	1376	3	4,118
1	1376	4	4,566
1	1376	5	4,137
1	1376	6	3,901
1	1376	7	3,960
1	1376	8	4,017
1	1376	9	4,003
1	1376	10	3,950
1	1376	11	3,929
1	1376	12	3,929
1	1377	1	3,997
1	1377	2	3,959
1	1377	3	3,849
1	1377	4	3,913
1	1377	5	3,376
1	1377	6	2,938
1	1377	7	2,988
1	1377	8	2,911
1	1377	9	3,028
1	1377	10	2,694
1	1377	11	3,166
1	1377	12	2,936
1	1378	1	3,022
1	1378	2	3,022
1	1378	3	2,992
1	1378	4	3,032
1	1378	5	2,867
1	1378	6	2,985
1	1378	7	2,081
1	1378	8	1,959
1	1378	9	2,034
1	1378	10	1,946
1	1378	11	1,958
1	1378	12	1,899
1	1379	1	1,995
1	1379	2	1,954
1	1379	3	1,935
1	1379	4	1,976
1	1379	5	2,011
1	1379	6	1,908
1	1379	7	953
1	1379	8	991
1	1379	9	1,015
1	1379	10	993
1	1379	11	954
1	1379	12	959
1	1380	1	486
1	1380	2	497
1	1380	3	498
1	1380	4	493
1	1380	5	495
1	1380	6	497
1	1380	7	494
1	1380	8	487
1	1380	9	488
1	1380	10	486
1	1380	11	502
1	1380	12	486
1	1381	1	481
1	1381	2	493
1	1381	3	507
1	1381	4	503
1	1381	5	507
1	1381	6	500
1	1381	7	524
1	1381	8	515
1	1381	9	415
1	1381	10	552
1	1381	11	528
1	1381	12	586
1	1382	1	519
1	1382	2	499
1	1382	3	519
1	1382	4	568
1	1382	5	511
1	1382	6	529
1	1382	7	495
1	1382	8	501
1	1382	9	511
1	1382	10	512
1	1382	11	510
1	1382	12	513
1	1383	1	485
1	1383	2	488
1	1383	3	504
1	1383	4	517
1	1383	5	512
1	1383	6	519
1	1383	7	527
1	1383	8	502
1	1383	9	536
1	1383	10	521
1	1383	11	535
1	1383	12	537
1	1384	1	502
1	1384	2	513
1	1384	3	506
1	1384	4	513
1	1384	5	489
1	1384	6	497
1	1384	7	492
1	1384	8	503
1	1384	9	499
1	1384	10	477
1	1384	11	477
1	1384	12	517
1	1385	1	506
1	1385	2	500
1	1385	3	522
1	1385	4	511
1	1385	5	510
1	1385	6	507
1	1385	7	505
1	1385	8	522
1	1385	9	504
1	1385	10	507
1	1385	11	509
1	1385	12	507
1	1386	1	503
1	1386	2	510
1	1386	3	503
1	1386	4	501
1	1386	5	0
1	1386	6	0
1	1386	7	1,079
1	1386	8	1,561
1	1386	9	2,007
1	1386	10	2,126
1	1386	11	1,992
1	1386	12	2,000
1	1387	1	2,002
1	1387	2	1,918
1	1387	3	1,991
1	1387	4	1,924
1	1387	5	1,942
1	1387	6	1,969
1	1387	7	2,056
1	1387	8	2,012
1	1387	9	2,014
1	1387	10	2,000
1	1387	11	1,990
1	1387	12	1,965
1	1388	1	1,924
1	1388	2	1,964
1	1388	3	2,008
1	1388	4	1,985
1	1388	5	1,990
1	1388	6	2,008
1	1388	7	2,003
1	1388	8	2,002
1	1388	9	2,000
1	1388	10	2,003
1	1388	11	1,997
1	1388	12	2,008
1	1389	1	2,051
1	1389	2	1,994
1	1389	3	1,984
1	1389	4	2,009
1	1389	5	2,005
1	1389	6	2,001
1	1389	7	1,953
1	1389	8	1,974
1	1389	9	1,946
1	1389	10	1,978
1	1389	11	1,978
1	1389	12	2,000
1	1390	1	1,987
1	1390	2	1,998
1	1390	3	1,929
1	1390	4	1,995
1	1390	5	1,999
1	1390	6	2,006
1	1390	7	2,020
1	1390	8	2,013
1	1390	9	2,013
1	1390	10	2,002
1	1390	11	2,002
1	1390	12	2,008
1	1391	1	2,043
1	1391	2	2,016
1	1391	3	2,019
1	1391	4	2,009
1	1391	5	1,897
1	1391	6	1,955
1	1391	7	2,009
1	1391	8	1,998
1	1391	9	2,054
1	1391	10	2,045
1	1391	11	1,991
1	1391	12	2,006
1	1392	1	1,951
1	1392	2	1,975
1	1392	3	1,971
1	1392	4	1,959
1	1392	5	1,986
1	1392	6	2,010
1	1392	7	2,009
1	1392	8	1,982
1	1392	9	1,996
1	1392	10	1,977
1	1392	11	2,000
1	1392	12	2,009
1	1393	1	2,023
1	1393	2	1,895
1	1393	3	1,971
1	1393	4	2,022
1	1393	5	1,930
1	1393	6	2,025
1	1393	7	1,995
1	1393	8	1,976
1	1393	9	2,055
1	1393	10	1,982
1	1393	11	2,042
1	1393	12	2,056
1	1394	1	2,030
1	1394	2	2,012
1	1394	3	1,991
1	1394	4	2,010
1	1394	5	1,931
1	1394	6	2,062
1	1394	7	2,116
1	1394	8	2,085
1	1394	9	2,055
1	1394	10	0
1	1394	11	2,237
1	1394	12	2,139
1	1395	1	1,920
1	1395	2	1,836
1	1395	3	1,900
1	1395	4	2,023
1	1395	5	2,020
1	1395	6	2,006
1	1395	7	2,013
1	1395	8	2,052
1	1395	9	2,066
1	1395	10	2,059
1	1395	11	2,483
1	1395	12	2,453
1	1396	1	2,445
1	1396	2	2,607
1	1396	3	2,609
1	1396	4	2,583
1	1396	5	2,610
1	1396	6	2,541
1	1396	7	2,546
1	1396	8	2,589
1	1396	9	2,727
1	1396	10	2,608
1	1396	11	2,528
1	1396	12	2,546
1	1397	1	2,561
1	1397	2	2,545
1	1397	3	2,540
1	1397	4	2,500
1	1397	5	2,434
1	1397	6	2,403
1	1397	7	2,470
1	1397	8	2,447
1	1397	9	2,501
1	1397	10	2,523
1	1397	11	2,563
1	1397	12	2,452
1	1398	1	2,416
1	1398	2	2,448
1	1398	3	2,466
1	1398	4	2,460
1	1398	5	2,467
1	1398	6	2,562
1	1398	7	2,592
1	1398	8	2,634
1	1398	9	2,300
1	1398	10	2,524
1	1398	11	2,467
1	1398	12	2,490
1	1399	1	2,478
1	1399	2	2,500
1	1399	3	2,200
1	1399	4	1,882
1	1399	5	1,925
1	1399	6	1,834
1	1399	7	1,864
1	1399	8	1,971
1	1399	9	1,957
1	1399	10	1,992
1	1399	11	1,937
1	1399	12	1,947
1	1400	1	1,939
1	1400	2	1,887
1	1400	3	1,926
1	1400	4	1,868
1	1400	5	1,898
1	1400	6	1,986
1	1400	7	2,018
1	1400	8	2,036
1	1400	9	2,083
1	1400	10	1,961
1			
5	1355	1	1,300
5	1355	2	1,478
5	1355	3	3,524
5	1355	4	5,624
5	1355	5	3,868
5	1355	6	8,821
5	1355	7	16,509
5	1355	8	20,209
5	1355	9	23,219
5	1355	10	12,887
5	1355	11	15,067
5	1355	12	20,441
5	1356	1	22,458
5	1356	2	24,711
5	1356	3	16,861
5	1356	4	3,311
5	1356	5	14,614
5	1356	6	28,078
5	1356	7	23,527
5	1356	8	18,133
5	1356	9	21,719
5	1356	10	17,177
5	1356	11	18,385
5	1356	12	32,690
5	1357	1	33,697
5	1357	2	27,872
5	1357	3	24,728
5	1357	4	33,054
5	1357	5	30,302
5	1357	6	26,088
5	1357	7	31,696
5	1357	8	32,497
5	1357	9	33,900
5	1357	10	30,289
5	1357	11	0
5	1357	12	0
5	1358	1	29,582
5	1358	2	30,370
5	1358	3	30,899
5	1358	4	34,819
5	1358	5	37,526
5	1358	6	0
5	1358	7	0
5	1358	8	0
5	1358	9	22,723
5	1358	10	23,046
5	1358	11	0
5	1358	12	0
5	1359	1	0
5	1359	2	0
5	1359	3	0
5	1359	4	0
5	1359	5	0
5	1359	6	0
5	1359	7	0
5	1359	8	0
5	1359	9	0
5	1359	10	0
5	1359	11	0
5	1359	12	0
5	1360	1	0
5	1360	2	0
5	1360	3	0
5	1360	4	0
5	1360	5	0
5	1360	6	0
5	1360	7	0
5	1360	8	0
5	1360	9	0
5	1360	10	0
5	1360	11	0
5	1360	12	0
5	1361	1	0
5	1361	2	0
5	1361	3	0
5	1361	4	0
5	1361	5	0
5	1361	6	0
5	1361	7	0
5	1361	8	0
5	1361	9	0
5	1361	10	0
5	1361	11	0
5	1361	12	0
5	1362	1	0
5	1362	2	0
5	1362	3	0
5	1362	4	0
5	1362	5	0
5	1362	6	0
5	1362	7	0
5	1362	8	0
5	1362	9	0
5	1362	10	0
5	1362	11	0
5	1362	12	0
5	1363	1	0
5	1363	2	0
5	1363	3	0
5	1363	4	20,585
5	1363	5	19,970
5	1363	6	24,168
5	1363	7	28,708
5	1363	8	28,754
5	1363	9	28,426
5	1363	10	27,894
5	1363	11	28,102
5	1363	12	27,555
5	1364	1	26,974
5	1364	2	24,999
5	1364	3	0
5	1364	4	28,455
5	1364	5	22,696
5	1364	6	22,451
5	1364	7	18,130
5	1364	8	24,909
5	1364	9	22,456
5	1364	10	22,106
5	1364	11	24,548
5	1364	12	25,144
5	1365	1	20,399
5	1365	2	0
5	1365	3	23,278
5	1365	4	22,333
5	1365	5	23,554
5	1365	6	0
5	1365	7	0
5	1365	8	24,823
5	1365	9	22,354
5	1365	10	22,691
5	1365	11	23,109
5	1365	12	23,219
5	1366	1	24,021
5	1366	2	21,719
5	1366	3	21,233
5	1366	4	21,572
5	1366	5	22,795
5	1366	6	22,657
5	1366	7	22,758
5	1366	8	21,067
5	1366	9	22,776
5	1366	10	22,822
5	1366	11	22,933
5	1366	12	22,321
5	1367	1	23,667
5	1367	2	22,833
5	1367	3	22,892
5	1367	4	23,257
5	1367	5	22,839
5	1367	6	23,440
5	1367	7	22,323
5	1367	8	20,707
5	1367	9	20,883
5	1367	10	19,713
5	1367	11	18,357
5	1367	12	15,751
5	1368	1	15,662
5	1368	2	13,965
5	1368	3	13,703
5	1368	4	14,685
5	1368	5	15,730
5	1368	6	14,848
5	1368	7	14,395
5	1368	8	14,400
5	1368	9	15,770
5	1368	10	14,359
5	1368	11	14,334
5	1368	12	14,112
5	1369	1	14,650
5	1369	2	14,888
5	1369	3	14,871
5	1369	4	15,112
5	1369	5	15,054
5	1369	6	14,513
5	1369	7	14,335
5	1369	8	14,844
5	1369	9	14,874
5	1369	10	15,348
5	1369	11	15,069
5	1369	12	14,760
5	1370	1	14,812
5	1370	2	14,733
5	1370	3	14,964
5	1370	4	14,856
5	1370	5	15,560
5	1370	6	14,750
5	1370	7	14,995
5	1370	8	15,119
5	1370	9	15,044
5	1370	10	15,162
5	1370	11	14,689
5	1370	12	14,259
5	1371	1	15,497
5	1371	2	14,565
5	1371	3	14,870
5	1371	4	14,224
5	1371	5	14,771
5	1371	6	14,622
5	1371	7	14,572
5	1371	8	14,235
5	1371	9	14,157
5	1371	10	14,275
5	1371	11	14,183
5	1371	12	14,114
5	1372	1	13,046
5	1372	2	13,956
5	1372	3	14,296
5	1372	4	14,206
5	1372	5	14,617
5	1372	6	14,754
5	1372	7	13,471
5	1372	8	13,714
5	1372	9	14,182
5	1372	10	13,890
5	1372	11	15,146
5	1372	12	14,762
5	1373	1	13,788
5	1373	2	12,659
5	1373	3	12,776
5	1373	4	12,673
5	1373	5	12,810
5	1373	6	12,571
5	1373	7	12,217
5	1373	8	12,321
5	1373	9	12,101
5	1373	10	12,097
5	1373	11	12,043
5	1373	12	11,557
5	1374	1	11,469
5	1374	2	11,683
5	1374	3	11,605
5	1374	4	11,979
5	1374	5	11,758
5	1374	6	11,731
5	1374	7	10,494
5	1374	8	7,431
5	1374	9	9,652
5	1374	10	9,811
5	1374	11	10,415
5	1374	12	9,236
5	1375	1	5,563
5	1375	2	9,157
5	1375	3	10,168
5	1375	4	10,236
5	1375	5	10,038
5	1375	6	10,151
5	1375	7	9,171
5	1375	8	8,189
5	1375	9	8,000
5	1375	10	8,050
5	1375	11	8,303
5	1375	12	8,615
5	1376	1	0
5	1376	2	0
5	1376	3	0
5	1376	4	0
5	1376	5	0
5	1376	6	0
5	1376	7	0
5	1376	8	0
5	1376	9	1,816
5	1376	10	3,972
5	1376	11	4,897
5	1376	12	5,057
5	1377	1	4,724
5	1377	2	4,942
5	1377	3	4,471
5	1377	4	4,765
5	1377	5	4,751
5	1377	6	4,834
5	1377	7	4,913
5	1377	8	4,902
5	1377	9	4,992
5	1377	10	4,748
5	1377	11	5,136
5	1377	12	4,882
5	1378	1	4,906
5	1378	2	4,918
5	1378	3	5,026
5	1378	4	4,963
5	1378	5	4,999
5	1378	6	4,943
5	1378	7	4,985
5	1378	8	4,932
5	1378	9	4,972
5	1378	10	4,932
5	1378	11	5,070
5	1378	12	4,922
5	1379	1	4,947
5	1379	2	4,741
5	1379	3	4,821
5	1379	4	4,876
5	1379	5	4,969
5	1379	6	4,587
5	1379	7	4,158
5	1379	8	3,802
5	1379	9	4,687
5	1379	10	4,665
5	1379	11	4,878
5	1379	12	4,872
5	1380	1	4,659
5	1380	2	4,642
5	1380	3	4,695
5	1380	4	4,934
5	1380	5	5,030
5	1380	6	4,900
5	1380	7	4,984
5	1380	8	4,878
5	1380	9	4,731
5	1380	10	4,792
5	1380	11	4,987
5	1380	12	4,905
5	1381	1	4,657
5	1381	2	4,888
5	1381	3	0
5	1381	4	0
5	1381	5	0
5	1381	6	4,093
5	1381	7	4,577
5	1381	8	4,362
5	1381	9	3,612
5	1381	10	4,580
5	1381	11	4,486
