,NPD_FIELD_CODE,NPD_FACILITY_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE
2911,0.0,0.0,0.96,0.0,0.0,0.17016071125682705,0.4938859104166667,0.3925054460907717,0.9321194534509422,0.1718387628405235
2912,0.0,0.0,0.96,0.0,0.0,0.169253635643048,0.4941671541666667,0.3904131175162452,0.9430496454704976,0.16920503271258075
2913,0.0,0.0,0.96,0.0,0.0,0.1695613090947062,0.4939142354166667,0.3911228201526612,0.9351505932871145,0.1701250778226768
2914,0.0,0.0,0.96,0.0,0.0,0.16981522651654096,0.4941526958333334,0.3917085251029482,0.9323648249130113,0.17075785241987268
2915,0.0,0.0,0.96,0.0,0.0,0.1691481198826267,0.4947380520833333,0.39016972695735613,0.9373425655747679,0.1690814640784918
2916,0.0,0.0,0.96,0.0,0.0,0.1711213949046056,0.49184796666666664,0.3947214309731709,0.9230337893863343,0.17432801932985983
2917,0.0,0.0,0.96,0.0,0.0,0.17058017812288,0.4901126729166667,0.3934730197930931,0.9241556663700533,0.17296704562950022
2918,0.0,0.0,0.96,0.0,0.0,0.1704399787189109,0.49001300000000003,0.3931496253432809,0.9167080674660703,0.17259429538395749
2919,0.0,0.0,0.96,0.0,0.0,0.16516473466472006,0.51499834375,0.38098135215357426,0.945921837695411,0.1581624201930682
2920,0.0,0.0,0.96,0.0,0.0,0.16536274781512647,0.5146387604166667,0.3814381041226865,0.945839702620678,0.1586617686618732
2921,0.0,0.0,0.96,0.0,0.0,0.16597213870872687,0.51519430625,0.3828437708172461,0.9311436532943793,0.1603027284335749
2922,0.0,0.0,0.96,0.0,0.0,0.16631980457857878,0.5159978458333333,0.38364572296195,0.9163723955452042,0.1610602969280711
2923,0.0,0.0,0.96,0.0,0.0,0.165681488065622,0.51600885,0.3821733342664946,0.9355259714766803,0.1594636681864227
2924,0.0,0.0,0.96,0.0,0.0,0.16487076233756595,0.51583586875,0.38030325355751343,0.9547488116987866,0.15738892831215232
2925,0.0,0.0,0.96,0.0,0.0,0.16467636956386802,0.51611026875,0.3798548526205782,0.9545750131900863,0.15704358182291786
2926,0.0,0.0,0.96,0.0,0.0,0.16558015565382514,0.5114109854166666,0.3819395933329852,0.9560472525807475,0.159496365929739
2927,0.0,0.0,0.96,0.0,0.0,0.16603649650162075,0.5085807708333333,0.3829922233244239,0.9529775961934988,0.16074256603604753
2928,0.0,0.0,0.96,0.0,0.0,0.16602438253611404,0.4977898520833333,0.38296428034393193,0.9536817926525178,0.16081016678219126
2929,0.0,0.0,0.96,0.0,0.0,0.16597947338176314,0.5084472916666667,0.38286068952363117,0.9521316401251321,0.16066989450007071
2930,0.0,0.0,0.96,0.0,0.0,0.16568658043748521,0.5086172479166666,0.3821850807129867,0.9507751927112514,0.1598786094475058
2931,0.0,0.0,0.96,0.0,0.0,0.16558481916667842,0.5081063125,0.38195035054115223,0.9509051303727438,0.15941736330768916
2932,0.0,0.0,0.96,0.0,0.0,0.16528112252725025,0.5076949562499999,0.3812498211177937,0.9528067246707774,0.15874354239291205
2933,0.0,0.0,0.96,0.0,0.0,0.165129491268078,0.5085784666666667,0.38090005709422375,0.9553917137143358,0.15834138415185348
2934,0.0,0.0,0.96,0.0,0.0,0.16544369889980456,0.5081412958333333,0.3816248319599671,0.9498300511768174,0.15920430514121517
2935,0.0,0.0,0.96,0.0,0.0,0.16503947428810273,0.5082641666666666,0.3806924171835771,0.9515334282702747,0.15818228288463457
2936,0.0,0.0,0.96,0.0,0.0,0.16580495670613044,0.5088162270833333,0.3824581362837348,0.9332664793719907,0.160124996451772
2937,0.0,0.0,0.96,0.0,0.0,0.1656626978580508,0.5088209520833333,0.3821299913658308,0.9273965574335302,0.15980552669305392
2938,0.0,0.0,0.5910000000000001,0.0,0.0,0.1679539957456014,0.4895885366666667,0.38741527075163745,0.9216378023917902,0.16588045361250786
2939,0.0,0.0,0.5623332,0.0,0.0,0.14291837537455618,0.49068666,0.3296662329783714,0.8194564743565561,0.11090604573849462
2940,0.0,0.0,0.9066668,0.0,0.0,0.14839207042875885,0.5463644369565218,0.3422922681138967,0.9356035160541941,0.11441848242110489
2941,0.0,0.0,0.96,0.0,0.0,0.14826032737486622,0.55656614375,0.3419883797147736,0.9485491731113843,0.11805135944866728
2942,0.0,0.0,0.96,0.0,0.0,0.15034577665382687,0.5445896520833333,0.3467988332765401,0.9624403584139747,0.12372016054398947
2943,0.0,0.0,0.96,0.0,0.0,0.15094427965909718,0.5457078541666667,0.3481793851520887,0.948136026957112,0.12476377764505996
2944,0.0,0.0,0.96,0.0,0.0,0.15066547657502102,0.5396256333333334,0.3475362770686861,0.9467624400344721,0.12357561473234464
2945,0.0,0.0,0.96,0.0,0.0,0.14677084346611408,0.5489679333333334,0.33855262452938656,0.9453436661214959,0.11241847870675153
2946,0.0,0.0,0.96,0.0,0.0,0.1448623445718915,0.5572853624999999,0.3341503379832876,0.938195497309575,0.10777027151322517
2947,0.0,0.0,0.8200000000000001,0.0,0.0,0.14326545866748247,0.5505146071428572,0.3304668413074884,0.9409074348629891,0.10590944970253564
2948,0.0,0.0,0.32,0.0,0.0,0.1453281688914767,0.505428,0.3352248432613171,0.8475776328222754,0.1113068497018562
2949,0.0,0.0,0.8499996000000001,0.0,0.0,0.15707126041922082,0.42638305681818184,0.36231233804514623,0.7898346430047319,0.14039939293965825
2950,0.0,0.0,0.96,0.0,0.0,0.14454565784567353,0.5620439958333333,0.333419844652441,0.9194216685494244,0.108168950342452
2951,0.0,0.0,0.96,0.0,0.0,0.14506589473939227,0.5587012229166667,0.33461986205089767,0.936162813507331,0.10938576595144327
2952,0.0,0.0,0.96,0.0,0.0,0.14689545397662437,0.552990525,0.3388400604695292,0.9446519678598986,0.11451137429630617
2953,0.0,0.0,0.96,0.0,0.0,0.14953977495247214,0.5399705520833333,0.3449396493615019,0.9410777731711247,0.12154337470708153
2954,0.0,0.0,0.96,0.0,0.0,0.15009389960108532,0.5399625875,0.3462178347944808,0.9478309869231474,0.12289791829324555
2955,0.0,0.0,0.96,0.0,0.0,0.15051196478224543,0.53996466875,0.3471821752654054,0.948961327834304,0.12400094051875482
2956,0.0,0.0,0.96,0.0,0.0,0.15220102796610124,0.53320955625,0.35107829496047527,0.943162726571055,0.12798572978570152
